1,10796,0,8966,1610,12936,4850,220
2,10994,0,5731,3189,16909,4833,2074
3,10761,0,3708,4016,17846,4611,3037
4,10837,0,3213,3882,17874,4885,3742
5,10647,0,2623,4009,17483,4851,4015
6,10804,0,2554,3975,18048,4589,4275
7,10742,0,2343,3903,18049,4911,4496
8,10878,0,2272,3942,18884,4739,4664
9,10835,0,2076,3919,19002,4997,4840
10,10780,0,1976,3987,19186,4658,4817
11,10690,0,1866,3918,19350,4997,4906
12,10716,0,1894,3801,20224,4910,5021
13,10896,0,1691,4002,20690,4946,5203
14,10780,0,1647,3914,20487,4609,5219
15,10819,0,1628,3919,20574,4907,5272
16,10805,0,1602,3853,21064,4957,5350
17,10945,0,1558,3978,21343,4930,5409
18,10757,0,1484,3882,21200,4596,5391
19,10824,0,1475,3873,21127,4549,5476
20,10954,0,1450,4035,21725,4915,5469
21,10893,0,1393,3940,21772,4786,5560
22,10903,0,1402,3960,21641,4632,5541
23,10882,0,1355,3921,22309,4751,5606
24,10847,0,1328,3925,21720,4801,5594
25,10681,0,1237,3825,21718,4837,5619
26,10728,0,1286,3820,22401,4842,5622
27,10887,0,1208,3914,22786,4664,5765
28,10920,0,1295,3870,22765,4843,5755
29,10757,0,1257,3788,22823,4946,5712
30,10799,0,1143,3872,22723,4679,5784
31,10676,0,1181,3838,23424,4939,5657
32,10869,0,1135,3897,23546,4925,5837
33,10773,0,1078,3878,23298,4622,5817
34,10983,0,1121,3904,23782,4831,5958
35,11004,0,1140,3974,24044,4879,5890
36,10947,0,1046,4015,23989,4843,5886
37,10716,0,1024,3915,23601,4929,5777
38,10811,0,1081,3924,23668,4926,5806
39,10891,0,1035,3971,24323,4943,5885
40,10898,0,1044,3892,24683,4946,5962
41,10905,0,1006,3956,24415,4459,5943
42,10745,0,1026,3864,24404,4768,5855
43,10920,0,1003,3848,24774,4958,6069
44,10847,0,1020,3977,24589,4990,5850
45,10921,0,1064,3853,24804,4773,6004
46,10741,0,953,3825,25328,4845,5963
47,10713,0,930,3835,25059,4883,5948
