1,10796,0,8991,1803,12801,9447,2
2,10994,0,5615,4560,16844,9849,819
3,10761,0,3592,5415,17619,9259,1754
4,10837,0,3183,5335,17521,9789,2319
5,10647,0,2653,5339,17340,9740,2655
6,10804,0,2505,5424,17667,9680,2875
7,10742,0,2284,5386,18173,9865,3072
8,10878,0,2253,5399,18620,9609,3226
9,10835,0,2093,5465,18768,9647,3277
10,10780,0,1946,5403,18729,9730,3431
11,10690,0,1823,5345,19006,9700,3522
12,10716,0,1892,5297,20044,9798,3527
13,10896,0,1724,5471,20434,9954,3701
14,10780,0,1649,5368,20166,9951,3763
15,10819,0,1655,5397,20210,9978,3767
16,10805,0,1587,5303,21067,9171,3915
17,10945,0,1472,5466,21016,9820,4007
18,10757,0,1480,5355,20750,9955,3922
19,10824,0,1465,5430,21059,9669,3929
20,10954,0,1429,5562,21419,9627,3963
21,10893,0,1375,5501,21451,9664,4017
22,10903,0,1358,5409,21259,9955,4136
23,10882,0,1359,5406,22138,9857,4117
24,10847,0,1366,5397,21635,9948,4084
25,10681,0,1285,5306,21414,9859,4090
26,10728,0,1281,5322,22197,9591,4125
27,10887,0,1236,5404,22509,9810,4247
28,10920,0,1320,5461,22425,9689,4139
29,10757,0,1254,5279,22744,9860,4224
30,10799,0,1177,5362,22395,9739,4260
31,10676,0,1158,5334,22725,9633,4184
32,10869,0,1167,5346,23007,9883,4356
33,10773,0,1130,5441,22969,9792,4202
34,10983,0,1156,5478,23607,9587,4349
35,11004,0,1137,5432,23987,9514,4435
36,10947,0,1091,5539,23748,9623,4317
37,10716,0,1019,5222,23057,9833,4475
38,10811,0,1040,5407,23292,9691,4364
39,10891,0,1019,5474,24075,9770,4398
40,10898,0,1051,5253,23984,9881,4594
41,10905,0,1015,5421,24190,9707,4469
42,10745,0,1014,5275,24454,9561,4456
43,10920,0,1031,5396,24581,9541,4493
44,10847,0,1042,5414,24332,9930,4391
45,10921,0,1076,5373,24715,9684,4472
46,10741,0,1009,5278,25125,9459,4454
47,10713,0,921,5322,25135,9976,4470
48,10780,0,892,5406,25129,9893,4482
49,10798,0,999,5389,25630,9745,4410
50,10931,0,940,5343,25632,9784,4648
51,10868,0,946,5403,25642,9588,4519
52,10983,0,889,5497,25961,9624,4597
53,10819,0,918,5383,25662,9962,4518
54,10877,0,939,5420,25898,9732,4518
55,11071,0,909,5496,26745,9699,4666
56,10935,0,873,5452,26311,9765,4610
57,10962,0,920,5537,26275,9868,4505
58,10701,0,888,5307,26323,9926,4506
