1,10796,0,9275,1069,13220,1875,452,3108
2,10994,0,7009,1800,17497,1876,2185,8568
3,10761,0,5770,2410,18530,1949,2581,11584
4,10837,0,5532,2350,19135,1885,2955,14865
5,10647,0,5228,2355,18877,1683,3064,18937
6,10804,0,5370,2384,19394,1907,3050,22672
7,10742,0,5223,2318,19500,1838,3201,27246
8,10878,0,5356,2365,20380,1958,3157,28343
9,10835,0,5122,2331,20603,1408,3382,31853
10,10780,0,5123,2325,20723,1931,3332,31772
11,10690,0,5061,2318,20813,1688,3311,32104
12,10716,0,5036,2270,21807,1955,3410,32717
13,10896,0,5058,2468,22495,1958,3370,33485
14,10780,0,5109,2309,22284,1995,3362,36808
15,10819,0,5043,2326,22349,1928,3450,38407
16,10805,0,5082,2302,22691,1715,3421,40405
17,10945,0,5018,2309,23310,1898,3618,42929
18,10757,0,5075,2305,23003,1840,3377,44933
19,10824,0,4935,2348,22960,1852,3541,46673
20,10953,0,4948,2395,23132,1914,3610,49391
21,10894,0,5053,2249,23581,1822,3592,52104
22,10903,0,5001,2398,23703,1603,3504,54533
23,10882,0,5101,2297,23972,1923,3484,56057
24,10847,0,4890,2378,23865,1711,3579,56565
25,10681,0,4897,2240,23564,1923,3544,57248
26,10728,0,4844,2262,24371,1917,3622,59388
27,10887,0,4892,2310,24796,1916,3685,60127
28,10920,0,4998,2413,24757,1776,3509,62806
29,10757,0,4951,2263,24947,1963,3543,65569
30,10799,0,4894,2258,24601,1838,3647,67131
31,10676,0,4831,2277,25114,1965,3568,71140
32,10869,0,4914,2298,25700,1984,3657,73554
33,10773,0,4818,2346,25249,1931,3609,76232
34,10983,0,4894,2417,25713,1876,3672,76457
35,11004,0,4974,2319,26217,1469,3711,76293
36,10947,0,4810,2419,25637,1931,3718,76417
37,10716,0,4732,2262,25607,1866,3722,76477
38,10811,0,4783,2370,25562,1916,3658,76478
39,10891,0,4824,2361,26194,1952,3706,78044
40,10898,0,4719,2392,26558,1867,3787,78703
41,10905,0,4782,2412,26473,1847,3711,79281
42,10745,0,4717,2242,26626,1965,3786,79569
43,10920,0,4941,2347,27054,1881,3632,81741
44,10847,0,4881,2331,26751,1677,3635,81776
45,10921,0,4888,2264,27149,1817,3769,83062
46,10741,0,4711,2267,27368,1993,3763,84188
47,10713,0,4707,2356,27196,1710,3650,85929
48,10780,0,4683,2355,27465,1910,3742,87948
49,10798,0,4808,2268,27972,1960,3722,88141
50,10931,0,4944,2361,28062,1840,3626,88668
51,10868,0,4763,2326,28033,1806,3779,88862
52,10983,0,4816,2407,28369,1949,3760,89046
53,10819,0,4773,2339,28199,1509,3707,90871
54,10877,0,4778,2404,28282,1994,3695,90794
55,11071,0,4847,2430,29045,1626,3794,91327
56,10935,0,4720,2373,29131,1895,3842,92666
57,10962,0,4897,2371,28884,1842,3694,93773
58,10701,0,4704,2341,28255,1746,3656,95254
59,10822,0,4682,2405,28741,1723,3735,97181
60,10797,0,4710,2298,28906,1967,3789,97692
61,9824,0,4383,2136,28124,1980,3305,99843
62,9909,0,4335,2251,27332,1953,3323,100468
63,9807,0,4239,2177,27307,1714,3391,102394
64,9795,0,4323,2159,26877,1593,3313,104825
65,10142,0,4343,2306,27484,1804,3493,104910
66,9695,0,4159,2214,27242,1901,3322,106129
67,9775,0,4306,2196,27032,1687,3273,111498
68,10037,0,4337,2255,27658,1897,3445,113317
69,9851,0,4412,2123,27269,1838,3316,114562
70,9987,0,4412,2169,27303,1910,3406,117269
71,9876,0,4318,2234,27226,1779,3324,120115
72,9991,0,4371,2207,27560,1967,3413,122647
73,9769,0,4284,2235,27631,1904,3250,124210
74,9770,0,4184,2181,27193,1532,3405,125445
75,9846,0,4245,2192,27477,1624,3409,126646
76,9762,0,4200,2153,27173,1852,3409,127395
77,9802,0,4188,2214,27206,1741,3400,128095
78,9895,0,4298,2201,27423,1988,3396,132046
79,9807,0,4214,2242,27573,1928,3351,133390
80,9930,0,4323,2232,27922,1862,3375,137609
81,10200,0,4432,2289,28713,1995,3479,139267
82,9949,0,4361,2280,28090,1994,3308,143958
83,9822,0,4300,2195,27824,1901,3327,146391
84,9837,0,4327,2193,28141,1917,3317,147097
85,9958,0,4352,2213,27906,1659,3393,148811
86,9885,0,4240,2285,28258,1867,3360,150869
87,9681,0,4199,2133,27583,1709,3349,154635
88,9930,0,4371,2206,28066,1872,3353,159408
89,9832,0,4258,2164,27898,1866,3410,160710
90,9951,0,4341,2246,28260,1664,3364,163834
91,9836,0,4326,2170,28063,1899,3340,165362
92,9929,0,4325,2191,28552,1966,3413,166892
93,9897,0,4298,2261,28464,1506,3338,168481
94,9709,0,4171,2178,28170,1662,3360,169077
95,9957,0,4343,2225,28737,1913,3389,171221
96,9861,0,4332,2183,28576,1901,3346,172962
97,9713,0,4224,2149,28317,1602,3340,177648
98,9770,0,4213,2184,28622,1893,3373,178871
99,9773,0,4151,2227,28468,1766,3395,181806
100,9821,0,4203,2164,28836,1657,3454,184732
101,9960,0,4385,2117,28960,1863,3458,187683
102,9999,0,4392,2221,29269,1891,3386,187670
103,9941,0,4379,2212,28831,1978,3350,188341
104,9813,0,4251,2159,28678,1840,3403,190106
105,9818,0,4127,2206,29242,1919,3485,193279
106,9873,0,4232,2223,28873,1859,3418,194639
107,10062,0,4376,2207,29545,1724,3479,194909
108,9860,0,4327,2171,29108,1625,3362,195597
109,9838,0,4267,2256,29163,1660,3315,196380
110,9815,0,4315,2119,29060,1877,3381,198775
111,9905,0,4306,2199,29369,1954,3400,200394
112,9942,0,4314,2235,29777,1709,3393,202501
113,9972,0,4204,2297,29570,1918,3471,204902
114,9866,0,4319,2135,29483,1974,3412,206205
115,9914,0,4275,2295,29353,1955,3344,208895
116,9809,0,4268,2241,29432,1849,3300,210581
117,9841,0,4222,2151,29221,1945,3468,210794
118,9853,0,4198,2177,29603,1950,3478,211629
119,9864,0,4131,2181,29277,1851,3552,212249
120,9941,0,4163,2194,29621,1971,3584,212351
121,9452,0,3787,2269,29051,1998,3396,212254
122,9426,0,3739,2322,29038,1928,3365,212384
123,9460,0,3805,2369,28941,1955,3286,215290
