1,10796,0,8974,1822,12766,9990,0
2,10994,0,6560,4404,17316,9728,30
3,10761,0,5437,5265,18550,9630,59
4,10837,0,5507,5212,18843,9601,118
5,10647,0,5318,5194,18650,9732,135
6,10804,0,5437,5204,19159,9971,163
7,10742,0,5410,5174,19507,9936,158
8,10878,0,5491,5227,20033,9871,160
9,10835,0,5458,5210,20532,9716,167
10,10780,0,5334,5291,20395,9807,155
11,10690,0,5375,5165,20526,9820,150
12,10716,0,5417,5128,21746,9602,171
13,10896,0,5361,5334,22354,9833,201
14,10780,0,5407,5182,22197,9886,191
15,10819,0,5428,5215,22315,9651,176
16,10805,0,5416,5194,22805,9949,195
17,10945,0,5472,5285,23137,9918,188
18,10757,0,5382,5221,22995,9665,154
19,10824,0,5389,5240,22865,9708,195
20,10954,0,5388,5388,23619,9838,178
21,10893,0,5401,5308,23568,9432,184
22,10903,0,5390,5294,23784,9964,219
23,10882,0,5407,5298,23920,9790,177
24,10847,0,5427,5256,23553,9823,164
25,10681,0,5254,5267,23447,9717,160
26,10728,0,5479,5068,24286,9566,181
27,10887,0,5483,5225,24546,9873,179
28,10920,0,5541,5176,24385,9907,203
29,10757,0,5481,5113,24896,9733,163
30,10799,0,5457,5155,24679,9804,187
31,10676,0,5331,5147,24856,9774,198
32,10869,0,5504,5196,25524,9825,169
33,10773,0,5356,5239,25168,9864,178
34,10983,0,5423,5362,25517,9760,198
35,11004,0,5408,5376,26001,9778,220
36,10947,0,5467,5285,25964,9962,195
37,10716,0,5319,5198,25501,9924,199
38,10811,0,5382,5258,25575,9679,171
39,10891,0,5402,5315,26317,9714,174
40,10898,0,5526,5177,26432,9760,195
41,10905,0,5417,5313,26376,9719,175
42,10745,0,5391,5149,26695,9246,205
43,10920,0,5531,5204,26534,9828,185
44,10847,0,5430,5250,26552,9796,167
45,10921,0,5500,5223,26876,9954,198
46,10741,0,5441,5102,27319,9932,198
47,10713,0,5528,4994,27154,9904,191
48,10780,0,5374,5224,27604,9647,182
49,10798,0,5422,5189,27819,9463,187
50,10931,0,5515,5210,28096,9898,206
51,10868,0,5490,5146,27907,9519,232
52,10983,0,5576,5227,28120,9923,180
53,10819,0,5358,5260,28421,9970,201
54,10877,0,5393,5302,28234,9789,182
55,11071,0,5448,5427,28879,9609,196
56,10935,0,5427,5301,28872,9979,207
57,10962,0,5523,5234,28816,9910,205
58,10701,0,5369,5145,28740,9223,187
59,10822,0,5379,5250,28714,9678,193
60,10797,0,5366,5245,28998,9672,186
61,9824,0,4964,4688,28092,9758,172
62,9909,0,4763,4980,27788,9917,166
63,9807,0,4749,4863,27369,9568,195
64,9795,0,4722,4903,27313,9944,170
65,10142,0,4848,5133,27653,9550,161
66,9695,0,4587,4919,27353,9992,189
67,9775,0,4822,4766,27338,9626,187
68,10037,0,4787,5066,27727,9693,184
69,9851,0,4912,4760,27004,9816,179
70,9987,0,4867,4958,27542,9852,162
71,9876,0,4700,4988,27422,9543,188
72,9991,0,4862,4976,27871,9645,153
73,9769,0,4739,4860,27572,9931,170
74,9770,0,4643,4965,27125,9557,162
75,9846,0,4748,4928,27618,9572,170
76,9762,0,4706,4869,27538,9713,187
77,9802,0,4774,4855,27238,9637,173
78,9895,0,4830,4890,27316,9914,175
79,9807,0,4715,4921,27702,9918,171
80,9930,0,4705,5027,28041,9872,198
81,10200,0,4942,5074,28179,9866,184
82,9949,0,4651,5121,28230,9834,177
83,9822,0,4662,4981,28253,9889,179
84,9837,0,4704,4955,28351,9736,178
85,9958,0,4822,4958,27775,9894,178
86,9885,0,4760,4948,28282,9853,177
87,9681,0,4665,4839,27871,9511,177
88,9930,0,4815,4925,28200,9951,190
89,9832,0,4809,4871,28209,9672,152
90,9951,0,4961,4820,28482,9638,170
91,9836,0,4837,4844,28266,9761,155
92,9929,0,4814,4943,28416,9981,172
93,9897,0,4621,5083,28359,9803,193
94,9709,0,4701,4815,28422,9493,193
95,9957,0,4884,4903,28994,9763,170
96,9861,0,4753,4923,28958,9833,185
97,9713,0,4650,4889,28523,9808,174
98,9770,0,4711,4889,28458,9977,170
99,9773,0,4631,4949,28655,9675,192
100,9821,0,4793,4842,28452,9922,187
101,9960,0,4820,4936,29257,9771,204
102,9999,0,4799,5030,29128,9736,170
103,9941,0,4713,5042,28762,9901,186
104,9813,0,4804,4821,28726,9445,188
105,9818,0,4749,4897,29359,9291,172
106,9873,0,4820,4879,28679,9780,174
107,10062,0,4895,4970,29439,9651,197
108,9860,0,4746,4938,29019,9726,176
109,9838,0,4700,4973,29236,9553,165
110,9815,0,4757,4888,28919,9871,170
111,9905,0,4735,4981,29504,9723,189
112,9942,0,4682,5059,29809,9539,201
113,9972,0,4814,4976,29540,9690,182
114,9866,0,4691,5000,29524,9829,175
115,9914,0,4753,4972,29414,9865,189
116,9809,0,4661,4979,29267,9784,169
117,9841,0,4694,4967,29161,9943,180
118,9853,0,4811,4863,29707,9399,179
119,9864,0,4859,4833,29539,9941,172
120,9941,0,4880,4884,29760,9803,177
121,9452,0,4347,4930,28884,9984,175
122,9426,0,4242,5015,28978,9890,169
123,9460,0,4277,5008,29336,9544,175
124,9515,0,4257,5098,29669,9578,160
125,9454,0,4259,5035,29322,9807,160
126,9376,0,4197,5021,28988,9903,158
127,9415,0,4217,5025,29168,9932,173
