1,10796,0,7887,2801,751003,619308,108
2,10994,0,5245,4407,1060092,619361,1342
3,10761,0,3524,5027,1142544,621048,2210
4,10837,0,3101,4963,1225363,623337,2773
5,10647,0,2596,4996,1228074,622459,3055
6,10804,0,2488,5001,1274636,621701,3315
7,10742,0,2335,4894,1300629,621054,3513
8,10878,0,2232,4893,1355964,622340,3753
9,10835,0,2069,4960,1362256,621569,3806
10,10780,0,1990,4952,1374410,620304,3838
11,10690,0,1891,4911,1383125,625086,3888
12,10716,0,1843,4885,1470468,620371,3988
13,10896,0,1687,5067,1513358,620269,4142
14,10780,0,1665,4918,1487450,617227,4197
15,10819,0,1622,4887,1501129,620138,4310
16,10805,0,1565,4941,1534174,622769,4299
17,10945,0,1504,5010,1555817,621092,4431
18,10757,0,1489,4948,1550363,618523,4320
19,10824,0,1471,4941,1555810,621758,4412
20,10954,0,1408,5000,1584786,620427,4546
21,10893,0,1402,5013,1600212,621643,4478
22,10903,0,1342,5010,1596622,622740,4551
23,10882,0,1383,4993,1642371,624638,4506
24,10847,0,1331,4967,1611396,617799,4549
25,10681,0,1286,4783,1609814,619363,4612
26,10728,0,1251,4755,1661790,620683,4722
27,10887,0,1159,5030,1669516,623189,4698
28,10920,0,1271,4971,1685151,622351,4678
29,10757,0,1190,4858,1701097,624137,4709
30,10799,0,1147,4979,1692847,619759,4673
31,10676,0,1160,4779,1707558,624830,4737
32,10869,0,1106,4952,1744610,623628,4811
33,10773,0,1080,4963,1732403,623183,4730
34,10983,0,1117,5021,1769743,624569,4845
35,11004,0,1134,4961,1798232,621387,4909
36,10947,0,1045,5065,1789658,619697,4837
37,10716,0,1010,4918,1755865,621016,4788
38,10811,0,1042,5009,1762711,625261,4760
39,10891,0,1028,5000,1814933,621740,4863
40,10898,0,991,4922,1837587,618886,4985
41,10905,0,984,5030,1815525,621644,4891
42,10745,0,990,4831,1841282,622471,4924
43,10920,0,1033,4976,1846684,623669,4911
44,10847,0,982,4975,1837553,621028,4890
45,10921,0,1050,4918,1869687,622907,4953
46,10741,0,967,4893,1902383,619475,4881
47,10713,0,956,4830,1880498,621533,4927
48,10780,0,902,4958,1914690,621154,4920
49,10798,0,942,4972,1934743,617979,4884
50,10931,0,926,4987,1934906,619152,5018
51,10868,0,945,4981,1943292,617197,4942
52,10983,0,915,4972,1963981,620830,5096
53,10819,0,922,4930,1973361,623035,4967
54,10877,0,868,5015,1956914,621664,4994
55,11071,0,914,5117,2030284,620530,5040
56,10935,0,861,4989,2000840,619937,5085
57,10962,0,904,5061,2003650,621103,4997
58,10701,0,847,4861,2001124,620184,4993
59,10822,0,835,5003,2009378,619095,4984
60,10797,0,876,4913,2026297,623510,5008
61,9824,0,902,4453,1990789,620448,4469
62,9909,0,777,4696,1945823,622001,4436
63,9807,0,767,4649,1929147,624516,4391
64,9795,0,749,4611,1928841,622030,4435
65,10142,0,760,4817,1948476,619638,4565
66,9695,0,664,4615,1924048,620523,4416
67,9775,0,720,4639,1924017,621138,4416
68,10037,0,659,4839,1944512,622435,4539
69,9851,0,725,4601,1939445,618634,4525
70,9987,0,636,4686,1929116,621730,4665
71,9876,0,673,4768,1927765,621703,4435
72,9991,0,673,4744,1962528,621462,4574
73,9769,0,617,4635,1946230,622243,4517
74,9770,0,611,4638,1925611,619944,4521
75,9846,0,604,4664,1945113,621575,4578
76,9762,0,576,4620,1937296,622785,4566
77,9802,0,599,4684,1924385,620638,4519
78,9895,0,600,4761,1930185,619781,4534
79,9807,0,560,4727,1967854,617471,4520
80,9930,0,590,4707,1968693,622926,4633
81,10200,0,573,4898,2002639,620088,4729
82,9949,0,556,4788,1999688,622973,4605
83,9822,0,549,4662,1999503,620459,4611
84,9837,0,566,4652,1994642,617954,4619
85,9958,0,533,4778,1981554,621202,4647
86,9885,0,523,4664,2003975,621401,4698
87,9681,0,557,4678,1979959,620675,4446
88,9930,0,573,4687,1991856,620854,4670
89,9832,0,555,4658,2006368,619242,4619
90,9951,0,537,4686,2007650,621163,4728
91,9836,0,565,4645,2000151,616938,4626
92,9929,0,550,4725,2013339,621686,4654
93,9897,0,511,4757,2026011,621757,4629
94,9709,0,483,4623,2010694,619205,4603
95,9957,0,537,4653,2038604,620928,4767
96,9861,0,518,4618,2048519,620023,4725
97,9713,0,487,4586,2023125,623285,4640
98,9770,0,493,4650,2026450,623179,4627
99,9773,0,479,4674,2033717,620992,4620
100,9821,0,480,4696,2045092,621176,4645
101,9960,0,546,4641,2062814,618330,4773
102,9999,0,472,4733,2076639,623268,4794
103,9941,0,482,4808,2052742,620528,4651
104,9813,0,485,4582,2042075,622272,4746
105,9818,0,454,4754,2084298,620628,4610
106,9873,0,464,4639,2064693,622557,4770
107,10062,0,510,4772,2111891,622862,4780
108,9860,0,479,4684,2081424,620335,4697
109,9838,0,432,4784,2085999,620225,4622
110,9815,0,466,4569,2081700,618369,4780
111,9905,0,461,4726,2095810,622810,4718
112,9942,0,406,4737,2128838,619124,4799
113,9972,0,449,4714,2098234,622359,4809
114,9866,0,441,4646,2095747,622524,4779
115,9914,0,436,4797,2098548,620710,4681
116,9809,0,455,4717,2094027,622803,4637
117,9841,0,408,4668,2083077,619631,4765
118,9853,0,473,4673,2124719,620164,4707
119,9864,0,438,4621,2106494,618336,4805
120,9941,0,415,4609,2108619,620505,4917
121,9452,0,462,4696,2085330,621250,4294
122,9426,0,421,4847,2092214,620605,4158
123,9460,0,496,4856,2102408,616901,4108
124,9515,0,469,4837,2126504,620925,4209
125,9454,0,443,4811,2109158,622057,4200
126,9376,0,430,4850,2095836,618986,4096
127,9415,0,471,4728,2093863,619593,4216
128,9609,0,463,4808,2100508,619600,4338
129,9575,0,437,4812,2118534,620391,4326
130,9348,0,402,4790,2097376,619471,4156
131,9356,0,421,4764,2087265,621468,4171
132,9450,0,461,4842,2122442,615144,4147
